id,numpos,bytes,fen,dtm
KK,462,44,,
KNK,26282,45,,
KBK,27243,45,,
KRK,27036,5228,7K/8/8/8/8/8/2k5/1R6 w - - ,31
KQK,25635,4528,7K/6Q1/8/8/8/3k4/8/8 w - - ,19
KKN,28644,45,,
KKB,28644,45,,
KKR,28644,6861,,
KKQ,28644,5369,,
KPK,81664,15830,8/8/8/1k6/8/8/K5P1/8 w - - ,55
KKP,84012,11930,,
KNNK,735304,781,8/8/8/8/8/2N5/8/k1K1N3 w - - ,1
KBNK,1550621,490493,8/8/8/8/8/7B/8/Nk5K w - - ,65
KRNK,1538479,250233,7K/8/8/8/8/3N4/2k5/1R6 w - - ,31
KQNK,1459616,175863,7K/7N/8/8/8/2k5/7Q/8 w - - ,17
KNKN,1603202,1078,8/8/8/8/8/8/n1K5/k1N5 w - - ,1
KNKB,1603202,1077,8/8/8/8/8/8/b7/k1K1N3 w - - ,1
KNKR,1603202,185197,8/8/8/8/8/8/r2N4/k1K5 w - - ,1
KNKQ,1603202,598688,,
KBBK,789885,120022,8/8/8/8/7B/8/3k4/K2B4 w - - ,37
KRBK,1594560,219768,K7/8/8/8/8/3B4/3k4/2R5 w - - ,31
KQBK,1512507,171689,7K/8/8/8/8/2k5/2B4Q/8 w - - ,15
KBKN,1661823,1116,8/8/8/8/8/8/n1K5/k1B5 w - - ,1
KBKB,1661823,1202,8/8/8/8/8/8/b7/k1K1B3 w - - ,1
KBKR,1661823,61789,,
KBKQ,1661823,525794,,
KRRK,777639,64973,8/8/7K/4R3/8/8/1k6/R7 w - - ,13
KQRK,1500642,112436,K7/8/7Q/8/8/3k4/2R5/8 w - - ,11
KRKN,1649196,294222,8/8/6R1/2K5/n7/8/8/3k4 w - - ,79
KRKB,1649196,163129,8/8/8/8/8/8/8/k1b1KR2 w - - ,57
KRKR,1649196,150354,8/8/8/8/8/5R2/1r6/K1k5 w - - ,37
KRKQ,1649196,707670,8/8/8/8/8/1R6/6q1/K1k5 w - - ,37
KQQK,699072,48026,3Q4/3Q4/8/3K4/8/8/8/2k5 w - - ,7
KQKN,1563735,412363,8/8/8/8/8/2k5/2n5/KQ6 w - - ,41
KQKB,1563735,389740,8/6Q1/8/4b3/3k4/8/8/K7 w - - ,33
KQKR,1563735,584358,8/8/8/8/2r5/8/2k5/K6Q w - - ,69
KQKQ,1563735,195985,8/8/8/8/8/8/8/qk1K2Q1 w - - ,25
KKNN,873642,687,,
KKBN,1747284,516353,,
KKRN,1747284,374443,,
KKQN,1747284,344964,,
KKBB,873642,144394,,
KKRB,1747284,341472,,
KKQB,1747284,335673,,
KKRR,873642,161017,,
KKQR,1747284,316309,,
KKQQ,873642,172683,,
KNPK,4648581,1282362,1N6/8/8/8/8/2k3P1/8/2K5 w - - ,53
KBPK,4817128,1189702,8/3P4/KBk5/8/8/8/8/8 w - - ,61
KRPK,4779624,737575,8/7K/8/1R6/2kP4/8/8/8 w - - ,31
KQPK,4533584,483410,8/8/8/2k5/8/3P4/8/5Q1K w - - ,19
KPKN,4981504,1048052,8/8/8/k7/8/n7/K5P1/8 w - - ,57
KPKB,4981504,719549,8/8/8/k7/8/b7/K5P1/8 w - - ,57
KPKR,4981504,1632237,8/2k5/4KP2/2r5/8/8/8/8 w - - ,85
KPKQ,4981504,1341186,8/8/8/k7/8/q7/K5P1/8 w - - ,57
KNKP,4780470,445434,8/8/8/8/p7/8/N7/k1K5 w - - ,13
KBKP,4954768,198356,8/8/8/8/8/8/p7/k1K1B3 w - - ,1
KRKP,4916566,1069484,8/8/6K1/2R5/1p6/1k6/8/8 w - - ,51
KQKP,4662590,862870,2QK4/8/8/8/8/8/3kp3/8 w - - ,55
KKNP,5124732,1308108,,
KKBP,5124732,1262193,,
KKRP,5124732,1071821,,
KKQP,5124732,769885,,
KPPK,1806671,347322,8/8/8/8/8/2k3P1/6P1/K7 w - - ,63
KPKP,3743328,1108146,3K4/8/4p3/8/8/8/2P5/2k5 w - - ,65
KKPP,1912372,399710,,
KNNNK,13486227,4070852,8/8/8/8/8/8/2k4N/1N4KN w - - ,41
KBNNK,43406296,12657033,K7/8/8/8/8/8/2NkN3/3B4 w - - ,67
KRNNK,43056199,7300044,7K/8/8/8/8/1Nk5/1RN5/8 w - - ,29
KQNNK,40873647,5489864,6NN/7Q/7K/8/8/8/3k4/8 w - - ,15
KNNKN,44118240,50994,7n/8/8/8/8/2K5/8/k2N1N2 w - - ,13
KNNKB,44118240,39430,8/8/8/8/1N6/8/1b6/k1NK4 w - - ,7
KNNKR,44118240,313169,8/8/8/8/3N4/r7/8/k1K1N3 w - - ,5
KNNKQ,44118240,20203581,8/8/8/8/8/8/qN6/k1K1N3 w - - ,1
KBBNK,44983620,11641869,8/8/8/8/8/7B/1kB5/N6K w - - ,65
KRBNK,90787360,13653465,7K/8/8/8/8/B7/RN6/1k6 w - - ,57
KQBNK,86166719,10791375,QN6/KB6/8/8/8/8/8/2k5 w - - ,13
KBNKN,93037260,15490236,8/8/8/8/8/8/B5n1/k2N1K2 w - - ,213
KBNKB,93037260,9918175,8/8/3N4/8/5B2/2K5/8/k5b1 w - - ,77
KBNKR,93037260,10251876,8/8/8/8/8/8/K6B/1rk2N2 w - - ,71
KBNKQ,93037260,52042673,8/8/8/5q2/4B3/8/4N3/3k3K w - - ,71
KRRNK,44265261,3739356,7K/8/8/8/8/8/1RNR4/2k5 w - - ,19
KQRNK,85470663,7287489,Q7/RN6/K7/8/8/8/8/1k6 w - - ,9
KRNKN,92308740,29535625,8/8/n7/8/K7/8/2kN4/3R4 w - - ,73
KRNKB,92308740,30012299,8/8/8/8/3b4/8/5R2/1kN1K3 w - - ,61
KRNKR,92308740,8759139,8/8/8/8/N2K4/R7/8/2k1r3 w - - ,73
KRNKQ,92308740,28305248,8/8/8/8/1R6/4q3/3N4/k6K w - - ,39
KQQNK,39840787,3089755,8/8/8/8/8/2N2KQQ/8/k7 w - - ,7
KQNKN,87576960,19381887,8/8/8/8/3N4/2k5/1n2Q3/3K4 w - - ,41
KQNKB,87576960,19870799,8/8/8/8/3b4/8/N1k5/K6Q w - - ,33
KQNKR,87576960,24002737,8/8/8/8/6rK/1Q6/7N/k7 w - - ,75
KQNKQ,87576960,10735465,1q6/8/7Q/8/8/4K3/8/3kN3 w - - ,81
KNKNN,48096060,36533,8/8/8/8/8/8/n1K5/knN5 w - - ,1
KNKBN,96192120,5764928,8/8/8/8/8/8/b7/knK1N3 w - - ,1
KNKRN,96192120,39203829,8/8/8/8/8/8/r2N4/knK5 w - - ,1
KNKQN,96192120,30057590,8/8/8/8/8/8/qn6/k1K1N3 w - - ,1
KNKBB,48096060,15109020,8/8/8/8/8/8/b7/k1K1Nb2 w - - ,1
KNKRB,96192120,39818630,8/8/8/8/8/8/r2N4/kbK5 w - - ,1
KNKQB,96192120,31194594,8/8/8/8/8/8/b1q5/k1K1N3 w - - ,1
KNKRR,48096060,17848942,8/8/8/8/8/8/r2Nr3/k1K5 w - - ,1
KNKQR,96192120,30430944,8/8/8/8/8/8/r2Nq3/k1K5 w - - ,1
KNKQQ,48096060,13168504,,
KBBBK,15010230,1952662,8/8/8/3B4/3B4/3k4/3B4/3K4 w - - ,31
KRBBK,46242090,6660245,8/7K/8/8/8/2B5/2k5/1RB5 w - - ,23
KQBBK,43879680,5123768,2B1Q3/8/4K3/8/8/7B/8/1k6 w - - ,11
KBBKN,47393100,15343054,8/8/8/8/8/K1B5/3n4/2k2B2 w - - ,155
KBBKB,47393100,3937767,8/8/8/2B5/8/2KB4/8/k2b4 w - - ,43
KBBKR,47393100,4132616,4r3/8/8/8/8/8/8/k1K3BB w - - ,45
KBBKQ,47393100,20387304,K7/8/8/8/6B1/B7/3k4/4q3 w - - ,41
KRRBK,45873720,4159810,6K1/8/8/8/8/8/1RBR4/2k5 w - - ,19
KQRBK,88558020,7637711,Q7/R7/K1B5/8/8/8/8/2k5 w - - ,9
KRBKN,95673600,26602477,8/8/6R1/8/2n5/4K3/1B6/3k4 w - - ,79
KRBKB,95673600,26224652,8/8/R7/2b5/8/4K3/8/1k4B1 w - - ,59
KRBKR,95673600,9352079,8/4B3/8/6R1/r7/8/4K3/k7 w - - ,129
KRBKQ,95673600,21263650,1q6/8/8/8/8/8/8/k1KR2B1 w - - ,41
KQQBK,41270973,3182553,8/8/8/8/4K1QQ/8/4B3/k7 w - - ,7
KQBKN,90750420,17827441,8/8/8/8/8/2kB4/1n2Q3/3K4 w - - ,41
KQBKB,90750420,17377440,7K/8/8/4b3/3k3B/6Q1/8/8 w - - ,33
KQBKR,90750420,21861795,7K/7r/8/8/8/4Q3/8/1B1k4 w - - ,79
KQBKQ,90750420,11344704,6Q1/8/8/2K5/8/6B1/8/1k3q2 w - - ,65
KBKNN,49854690,34849,8/8/8/8/8/8/n1K5/knB5 w - - ,1
KBKBN,99709380,1926467,8/8/8/8/8/8/b7/knK3B1 w - - ,3
KBKRN,99709380,37551883,8/8/8/8/8/8/n1K5/k1Br4 w - - ,1
KBKQN,99709380,30063179,8/8/8/8/8/8/n1K5/k1B1q3 w - - ,1
KBKBB,49854690,987580,8/8/8/8/8/8/b7/k1K1b1B1 w - - ,3
KBKRB,99709380,39794739,8/8/8/8/8/8/b3r3/k1K1B3 w - - ,3
KBKQB,99709380,31216015,8/8/8/8/8/8/b3q3/k1K1B3 w - - ,3
KBKRR,49854690,18523041,,
KBKQR,99709380,33093146,,
KBKQQ,49854690,15192987,,
KRRRK,14654106,728846,4RRR1/8/8/6K1/8/2k5/8/8 w - - ,9
KQRRK,43177698,2522755,2Q5/2R5/2R5/2K5/8/8/8/3k4 w - - ,7
KRRKN,46658340,9148348,8/8/6R1/8/2n5/4K3/1R6/3k4 w - - ,79
KRRKB,46658340,10373205,8/R7/6R1/8/3b4/8/5K2/2k5 w - - ,57
KRRKR,46658340,9493951,8/1R6/8/8/8/5rK1/4R3/k7 w - - ,61
KRRKQ,46658340,7947443,1R6/2R5/8/8/q7/7K/8/k7 w - - ,57
KQQRK,40936806,2298745,4Q3/4Q3/4R3/4K3/8/8/8/3k4 w - - ,7
KQRKN,90038520,12070325,8/8/6R1/8/2n5/4K3/1Q6/3k4 w - - ,79
KQRKB,90038520,13733779,8/Q7/6R1/2K5/8/8/5b2/2k5 w - - ,57
KQRKR,90038520,15017509,8/8/8/8/3RQ3/2k5/8/K4r2 w - - ,67
KQRKQ,90038520,21864042,K2q4/R7/8/8/8/8/2k5/Q7 w - - ,133
KRKNN,49475880,2412201,8/n7/7R/8/8/n1K5/8/1k6 w - - ,81
KRKBN,98951760,5077050,8/8/1n4R1/2b5/1K6/8/8/3k4 w - - ,81
KRKRN,98951760,5441644,8/8/1n4R1/2r5/1K6/8/8/3k4 w - - ,81
KRKQN,98951760,33720506,8/8/1n4R1/2q5/1K6/8/8/3k4 w - - ,81
KRKBB,49475880,1565787,8/8/8/b1R5/8/3K4/8/1k4b1 w - - ,61
KRKRB,98951760,4971467,8/8/8/8/Rr6/3K4/8/1k4b1 w - - ,59
KRKQB,98951760,33377442,8/8/8/8/Rq6/3K4/8/1k4b1 w - - ,59
KRKRR,49475880,13001971,8/8/8/8/8/1r6/K7/2k2rR1 w - - ,39
KRKQR,98951760,31376918,8/8/8/8/8/1r6/K7/2k2qR1 w - - ,39
KRKQQ,49475880,16293611,8/8/8/8/8/8/1R4q1/Kqk5 w - - ,37
KQQQK,12489057,495605,4Q1Q1/8/8/8/7Q/8/8/k3K3 w - - ,5
KQQKN,41944320,4405822,6Q1/8/8/8/5Q2/3k4/4n3/2K5 w - - ,37
KQQKB,41944320,4883965,8/8/8/8/8/3k1b2/8/2QKQ3 w - - ,29
KQQKR,41944320,5719081,Kr6/8/8/8/8/3Q4/4Q3/2k5 w - - ,69
KQQKQ,41944320,8136025,1Q6/Q7/8/8/8/8/2k5/K4q2 w - - ,59
KQKNN,46912050,19181872,8/8/8/8/4n2Q/3k4/8/3K3n w - - ,143
KQKBN,93824100,38654776,8/8/8/8/3b4/1Q6/3kn3/K7 w - - ,105
KQKRN,93824100,40321812,8/2Q5/8/7n/8/3k4/8/1r2K3 w - - ,137
KQKQN,93824100,17238872,3q4/2n5/8/8/8/8/6Q1/k2K4 w - - ,47
KQKBB,46912050,18421176,8/1Q6/8/8/2bb4/8/3k4/K7 w - - ,161
KQKRB,93824100,38160296,8/3Q4/7b/7r/8/8/8/1k5K w - - ,139
KQKQB,93824100,18080544,8/8/1Q6/8/1K6/6b1/8/qk6 w - - ,47
KQKRR,46912050,16489859,7r/8/2Q5/8/K7/8/2r5/3k4 w - - ,97
KQKQR,93824100,42095706,1q6/8/4r3/8/8/8/8/k1K2Q2 w - - ,75
KQKQQ,46912050,14741432,8/8/8/8/8/8/3q4/qk1K2Q1 w - - ,25
KKNNN,17472840,4588686,,
KKBNN,52418520,17086335,,
KKRNN,52418520,10675874,,
KKQNN,52418520,9383948,,
KKBBN,52418520,18525159,,
KKRBN,104837040,24230166,,
KKQBN,104837040,22671875,,
KKRRN,52418520,8118116,,
KKQRN,104837040,16475942,,
KKQQN,52418520,7895441,,
KKBBB,17472840,3778841,,
KKRBB,52418520,11083269,,
KKQBB,52418520,10392417,,
KKRRB,52418520,8512277,,
KKQRB,104837040,17840650,,
KKQQB,52418520,8638953,,
KKRRR,17472840,1991944,,
KKQRR,52418520,5844540,,
KKQQR,52418520,6216433,,
KKQQQ,17472840,2178536,,
KNNPK,130135501,36466496,5N1N/8/8/8/8/P2k4/8/7K w - - ,55
KBNPK,274352986,71188979,K1k5/2P5/8/7B/8/8/8/N7 w - - ,65
KRNPK,272153675,41277743,1k6/RN6/P7/8/8/8/8/6K1 w - - ,33
KQNPK,258294639,30402972,2Q2K1N/8/8/8/8/2P5/2k5/8 w - - ,17
KNPKN,278914860,77143457,k7/3P4/2n5/K7/8/8/3N4/8 w - - ,193
KNPKB,278914860,59561383,8/8/3K4/8/7P/8/Nb6/k7 w - - ,85
KNPKR,278914860,49511959,1N6/8/8/PK6/3r4/3k4/8/8 w - - ,87
KNPKQ,278914860,109976686,8/4P3/8/N1K5/k7/8/7q/8 w - - ,81
KBBPK,139715040,31056866,3B4/1P6/k7/8/8/8/7K/6B1 w - - ,59
KRBPK,281991360,39989155,8/8/8/8/BR6/kP6/8/K7 w - - ,31
KQBPK,267576632,31057374,8/8/8/8/8/8/k1PK4/2QB4 w - - ,17
KBPKN,289027680,78718846,1n6/3P4/8/8/1K6/7B/8/k7 w - - ,199
KBPKB,289027680,53030774,8/8/6B1/8/2P5/8/2K5/k4b2 w - - ,101
KBPKR,289027680,44291717,8/r1k5/5P2/3K4/B7/8/8/8 w - - ,89
KBPKQ,289027680,98388432,K7/1P1q4/k7/7B/8/8/8/8 w - - ,69
KRRPK,137496696,10410381,8/7K/8/8/2k5/1RPR4/8/8 w - - ,27
KQRPK,265427688,20510308,1Q6/8/8/8/8/8/kP6/1R5K w - - ,13
KRPKN,286777440,94831677,8/2n5/8/8/8/k7/P7/R3K3 w - - ,107
KRPKB,286777440,98561280,8/8/R7/8/8/1k1P4/6b1/K7 w - - ,145
KRPKR,286777440,68017443,8/8/8/8/2k5/8/1R2K1P1/6r1 w - - ,147
KRPKQ,286777440,117957313,6R1/P6K/1k6/8/8/8/8/3q4 w - - ,135
KQQPK,123694264,8094877,8/8/8/8/2P3QQ/8/4K3/k7 w - - ,7
KQPKN,272015040,54703893,8/Q7/2n5/1k6/3K4/8/7P/8 w - - ,59
KQPKB,272015040,55757232,8/8/k7/8/1Q6/2K5/6P1/4b3 w - - ,55
KQPKR,272015040,69106332,8/8/6P1/8/3k4/8/7Q/r2K4 w - - ,73
KQPKQ,272015040,63518424,2Q5/8/7q/8/8/4P3/8/k3K3 w - - ,247
KPKNN,149445120,47512772,1n1n2K1/8/2P5/8/8/8/k7/8 w - - ,147
KPKBN,298890240,144009912,8/8/3P4/8/8/2k5/8/1K2n2b w - - ,109
KPKRN,298890240,100701395,1n6/1K1P4/8/8/8/8/4r3/1k6 w - - ,135
KPKQN,298890240,79994783,8/n7/8/1k1q4/3K3P/8/8/8 w - - ,57
KPKBB,149445120,42276378,K1b5/P7/8/8/8/b1k5/8/8 w - - ,165
KPKRB,298890240,89419483,8/3P4/7b/7r/8/8/8/1k4K1 w - - ,139
KPKQB,298890240,75281913,qk6/6P1/6b1/1K6/8/8/8/8 w - - ,47
KPKRR,149445120,36832768,4K3/3P4/3k2r1/8/8/8/8/r7 w - - ,99
KPKQR,298890240,68406270,8/2k2P2/4q3/2rK4/8/8/8/8 w - - ,85
KPKQQ,149445120,27039352,qk4q1/5P2/8/1K6/8/8/8/8 w - - ,25
KNNKP,133777832,45761726,1N6/8/p7/8/8/8/2k1N3/K7 w - - ,229
KBNKP,282087792,119198440,8/8/3K4/8/8/1p6/k7/5B1N w - - ,207
KRNKP,279847660,64698139,8/8/8/4R3/8/2k3N1/3p4/K7 w - - ,57
KQNKP,265546312,45334111,8/8/2K4N/8/8/5Q2/p1k5/8 w - - ,59
KNKNP,286828200,53858854,8/8/8/8/pn6/8/N7/k1K5 w - - ,13
KNKBP,286828200,62790792,8/8/8/b7/8/p7/3N4/k1K5 w - - ,15
KNKRP,286828200,126717774,8/8/8/8/3N4/p7/3r4/k1K5 w - - ,15
KNKQP,286828200,87483860,8/8/8/q7/8/p7/3N4/k1K5 w - - ,15
KBBKP,143681550,25680322,8/8/8/8/1B1k4/3B2p1/5K2/8 w - - ,147
KRBKP,290020080,56978608,8/8/8/8/8/1R1K4/kB1p4/8 w - - ,55
KQBKP,275142332,40954062,8/7Q/1k3K2/8/8/8/p7/5B2 w - - ,63
KBKNP,297286080,28731808,1B6/8/8/8/8/8/p7/k2K2n1 w - - ,17
KBKBP,297286080,29851396,8/8/8/8/8/8/p7/kbBK4 w - - ,5
KBKRP,297286080,106015914,8/8/8/8/8/8/p3r3/k1K1B3 w - - ,3
KBKQP,297286080,78376484,8/8/8/8/8/8/p3q3/k1K1B3 w - - ,3
KRRKP,141421964,16531542,8/8/1R6/8/8/8/1R1p4/2k1K3 w - - ,65
KQRKP,272953482,25046138,8/Q7/R7/8/8/8/1p6/K1k5 w - - ,79
KRKNP,294993960,34638371,k4K2/p7/8/8/8/8/4R3/7n w - - ,133
KRKBP,294993960,27535202,8/7p/8/8/k1K5/6R1/8/b7 w - - ,77
KRKRP,294993960,55414408,7R/8/8/k7/8/r7/Kp6/8 w - - ,65
KRKQP,294993960,96387315,7R/8/8/k7/8/q7/Kp6/8 w - - ,65
KQQKP,127176322,9377526,8/8/8/3Q4/7Q/2k5/1p6/K7 w - - ,43
KQKNP,279755400,72812690,8/7Q/8/K7/8/8/3p4/n1k5 w - - ,109
KQKBP,279755400,73067272,4K3/8/8/8/8/6Q1/kp1b4/8 w - - ,99
KQKRP,279755400,93612153,8/7Q/7K/2r5/2p5/8/1k6/8 w - - ,207
KQKQP,279755400,52178763,2Qq4/2K5/8/8/8/8/4p3/2k5 w - - ,57
KKNNP,153741960,45633447,,
KKBNP,307483920,100559086,,
KKRNP,307483920,66956774,,
KKQNP,307483920,56171030,,
KKBBP,153741960,46039707,,
KKRBP,307483920,66546140,,
KKQBP,307483920,58989524,,
KKRRP,153741960,21217310,,
KKQRP,307483920,42711845,,
KKQQP,153741960,18219082,,
KNPPK,102898651,22938590,N7/1k5K/8/8/8/1P6/1P6/8 w - - ,63
KBPPK,106602156,22801614,B7/1K6/8/8/8/3k3P/7P/8 w - - ,49
KRPPK,105758668,14739520,8/8/8/8/2kP4/8/1R1P4/K7 w - - ,29
KQPPK,100347222,10648232,2K5/8/8/8/8/2P4Q/2P5/k7 w - - ,17
KPPKN,108400260,34320639,3n4/5P2/8/8/3K2P1/8/k7/8 w - - ,99
KPPKB,108400260,27861807,8/1P6/k7/8/1P6/6K1/8/6b1 w - - ,85
KPPKR,108400260,41916165,3K4/8/8/4P3/8/2r5/5P2/2k5 w - - ,107
KPPKQ,108400260,34946270,8/2P5/7q/8/8/4P3/3K4/k7 w - - ,247
KNPKP,213197258,87667511,N7/8/K7/8/4p3/8/6P1/k7 w - - ,113
KBPKP,220860122,78198248,8/7p/8/8/8/1B6/K6P/2k5 w - - ,133
KRPKP,219141506,50659836,R7/P7/8/K7/8/8/pk6/8 w - - ,111
KQPKP,207965860,32554482,8/8/8/8/3P2Q1/8/1p6/K1k5 w - - ,209
KPKNP,224599680,99921854,8/4K3/8/1p6/7P/8/1n6/k7 w - - ,115
KPKBP,224599680,94725929,4K3/8/6P1/8/1p6/8/3b4/k7 w - - ,101
KPKRP,224599680,89360970,K7/7P/4r3/8/5p2/8/2k5/8 w - - ,205
KPKQP,224599680,67891951,k1q5/2K5/7p/8/8/8/6P1/8 w - - ,67
KNKPP,108837262,29079027,8/p1p5/8/8/8/8/8/kNK5 w - - ,33
KBKPP,112799216,17924978,8/8/8/1p6/8/8/p7/k2KB3 w - - ,7
KRKPP,111923914,34127228,5K2/8/1R2p3/2p5/k7/8/8/8 w - - ,79
KQKPP,106156066,25469549,8/8/5K2/2p5/8/8/3p2Q1/2k5 w - - ,81
KKNPP,114742320,30803651,,
KKBPP,114742320,31124175,,
KKRPP,114742320,23950148,,
KKQPP,114742320,18370908,,
KPPPK,26061704,3695176,K7/8/8/8/2k3P1/6P1/6P1/8 w - - ,65
KPPKP,81630788,29506880,8/8/8/8/1p2P3/4P3/1k6/3K4 w - - ,253
KPKPP,83957800,36142970,8/8/P7/4K3/2p5/3p4/8/k7 w - - ,85
KKPPP,28388716,5138549,,
KNNNNK,182373259,50717239,8/8/8/8/8/8/1N5N/kN4NK w - - ,35
KBNNNK,796560606,224816442,8/8/8/8/8/NBN5/1NK5/k7 w - - ,43
KRNNNK,789946401,139071174,8/7N/7K/8/8/8/Nk6/RN6 w - - ,31
KQNNNK,750360933,108451311,6NQ/6NN/5K2/8/8/8/1k6/8 w - - ,15
